-7w9qsazt8o-00002-00000475-00000847 感想が一つありつつと
AqywF4qTZCA-00214-00088842-00089039 どんなお部屋かな?
AqywF4qTZCA-00215-00089040-00089930 いらない
AqywF4qTZCA-00221-00091357-00092090 まずはみんなお疲れ様寝るよねー
AqywF4qTZCA-00223-00092450-00092771 お疲れ様でした
AqywF4qTZCA-00224-00092772-00093082 今日も最後までご視聴くださりありがとうございます。
AqywF4qTZCA-00225-00093083-00093238 ありがとうございました
AqywF4qTZCA-00226-00093239-00093437 次回のワンハムタブックは、バカのワンハムタブックです。
AqywF4qTZCA-00227-00093438-00093629 青魔剣、一度目
AqywF4qTZCA-00228-00093630-00093935 水に入ってきました。
AqywF4qTZCA-00229-00093936-00094211 対応することはできたのか
AqywF4qTZCA-00233-00094680-00094921 私たちの取材体験をあげています
AqywF4qTZCA-00234-00094922-00095159 おもしろい動画を見て
AqywF4qTZCA-00236-00095232-00095500 なると思っていただきましたら 投票が
AqywF4qTZCA-00238-00095766-00095938 また
AqywF4qTZCA-00239-00095939-00096299 などのコメントいただけるととして もです
AqywF4qTZCA-00240-00096300-00096653 それではまた次の動画でバイバイ
AqywF4qTZCA-00245-00097572-00097704 やった
BBvwA9w5VMc-00008-00006872-00008081 いいいいいいいい
BBvwA9w5VMc-00025-00012504-00012874 今日から一人きり
BBvwA9w5VMc-00040-00017550-00017897 両手でできるのにねカメラを持っている人はできない
BBvwA9w5VMc-00042-00018337-00019379 もっと中に入ってください。
BBvwA9w5VMc-00043-00019380-00019553 昨日一昨日と
BBvwA9w5VMc-00044-00019554-00019819 入って帰ってきましたたくさん
BBvwA9w5VMc-00045-00019820-00019979 人混みもあるいは
BBvwA9w5VMc-00046-00019980-00020375 きましたが一応今日も
BBvwA9w5VMc-00047-00020376-00020597 熱が出ているような感じはないので
BBvwA9w5VMc-00048-00020598-00021100 コロナ大丈夫じゃないでしょうか
BBvwA9w5VMc-00051-00021545-00021947 もし今のこの時点で完成すると結構
BBvwA9w5VMc-00053-00022086-00022330 大変社数はだいぶ増えている
BBvwA9w5VMc-00054-00022331-00023825 危ない危ない危ない危ない危ない危ない危ない危ない危ない危ない危ない危ない危ない危ない危ない危ない危ない危ない危ない危ない危ない危ない危ない危ない危ない危ない危ない危ない危ない危ない危ない危ない危ない危ない危ない危ない危ない危ない危ない危ない危ない危ない危ない危ない危ない危ない危ない危ない危ない危ない危ない危ない危ない危ない危ない危ない危ない危ない危ない危ない危ない危ない危ない危ない危ない危ない危ない危ない危ない危ない危ない危ない危ない危ない危ない危ない危ない危ない危ない危ない危ない危ない危ない危ない危ない危ない危ない危ない危ない危ない危ない危ない危ない危ない危ない危ない危ない危ない危ない危ない危ない危ない危ない危ない危ない危ない危ない危ない危ない危ない危ない危ない危ない危ない危ない危ない危ない危ない危ない危ない危ない危ない危ない危ない危ない危ない危ない危ない危ない危ない危ない危ない危ない危ない危ない危ない危ない危ない危ない危ない危ない危ない危ない危ない危ない危ない危ない危ない危ない危ない危ない危ない危ない危ない危ない危ない危ない危ない危ない危ない危ない危ない危ない危ない危ない危ない危ない危ない危ない危ない危ない危ない危ない危ない危ない危ない危ない危ない危ない危ない危ない危ない危ない危ない危ない危ない危ない危ない危ない危ない危ない危ない危ない危ない危ない危ない危ない危ない危ない危ない危ない危ない危ない危ない危ない危ない危ね危ね危ね危ね危ね危ね危ね危ね危ね危ね危ね危ね危ね危ね危ね危ね
BBvwA9w5VMc-00055-00023826-00023957 どうもありがとうございました
BHrPTlQvO0y-00000-00000000-00000522 皆さんこんにちは 写真家の成沢です どうもどうもどうもどうもどうもどうも
BHrPTlQvO0y-00001-00000523-00001041 最初にニュースを2つプラフェスっていうイベント皆さんご存知ですかね
BHrPTlQvO0y-00002-00001042-00001425 ポジドラをカジュアルに楽しむイベントなんですけども
BHrPTlQvO0y-00003-00001426-00002039 去年は大阪と東京でやったのかなもともと大阪京都のお寺で星空を
BHrPTlQvO0y-00004-00002041-00002521 にまつわるイベントを開催する今これぞらを純正に
BHrPTlQvO0y-00005-00002522-00003004 見たりとかあと星空に関係するそのイベントとかトークショーとかライブとかも
BHrPTlQvO0y-00006-00003005-00003556 そういうのがあってそういうのを全般的にカジュアルにホジタロウを楽しむっていうですね
BHrPTlQvO0y-00007-00003557-00004086 今年はこういう状況なので、ちょっとどうなるかわからないんですけども、
BHrPTlQvO0y-00008-00004087-00004520 今Solafexさんのサイトを見ているのでSolafexさんのサイトの
BHrPTlQvO0y-00009-00004521-00004931 この下の方にですね 空と生活っていう
BHrPTlQvO0y-00010-00004932-00005424 ページがあるんですけどもこの中でですね実はコラムを
BHrPTlQvO0y-00011-00005425-00006107 担当させていただくことになりました宇宙に寄り道っていうタイトルで星空写真家が
BHrPTlQvO0y-00012-00006108-00006239 紹介する
BHrPTlQvO0y-00013-00006240-00006845 なんかその月におすすめの天文現象というか私がなんかこういうのを
BHrPTlQvO0y-00014-00006847-00006931 結構気になってます
BHrPTlQvO0y-00015-00006931-00007387 ますこういうのいいですよねみたいなのを 3つ紹介するっていうそういうコラム
BHrPTlQvO0y-00016-00007388-00007894 なんですけどもそれがスタートしましたぜひですねこれ見てください
BHrPTlQvO0y-00017-00007895-00008385 そらフェスさんのホームページのそらっと生活というリンク先からも飛べますし、
BHrPTlQvO0y-00018-00008386-00008881 ページからもと思います 概要欄にも 貼っておきますので 毎月
BHrPTlQvO0y-00020-00008931-00009569 毎月ですね更新していきますこちらぜひご覧ください次に紹介したいのは私が講師を
BHrPTlQvO0y-00021-00009570-00009755 務めさせていただいている
BHrPTlQvO0y-00022-00009756-00010138 ジフィルムさんの講座でアカデミーXっていうのがあるんですが
BHrPTlQvO0y-00023-00010139-00010396 アカデミーXがですねこれもやっぱり
BHrPTlQvO0y-00024-00010397-00010826 コロナウイルスの影響でずっと開催されてなかったんですけども
BHrPTlQvO0y-00025-00010827-00010932 オンライン
BHrPTlQvO0y-00026-00010933-00011109 どうなくていいのを
BHrPTlQvO0y-00027-00011110-00011435 スタートしましたアガデミーXオンラインですね
BHrPTlQvO0y-00028-00011436-00011766 その中で私の講座がですね
BHrPTlQvO0y-00029-00011767-00012210 なんと解体することになった6月13日
BHrPTlQvO0y-00030-00012211-00012603 これ今アカデミーXのホームページを見てるんですけども
BHrPTlQvO0y-00031-00012604-00013108 講座一覧っていうところをクリックすると今一番最初に出てくる
BHrPTlQvO0y-00032-00013109-00013741 LINE講座Xシリーズで取るボジテラ 査定の方法っていうのが出てき
BHrPTlQvO0y-00033-00013741-00013866 ことになりました
BHrPTlQvO0y-00034-00013868-00014485 6月13日の14時から1時間10分のオンラインコードなんですけども、
BHrPTlQvO0y-00035-00014486-00014583 カイブリーもデブ
BHrPTlQvO0y-00036-00014584-00015066 定員50名で満席になってるみたいでまた次回こういうのを開会されたら
BHrPTlQvO0y-00038-00015108-00015593 アカデミーXも東京と大阪でメインで アカデミーをやってるっていうのが
BHrPTlQvO0y-00039-00015594-00016181 やっていたので地方の方からこっちでもやってくださいとか参加したくても
BHrPTlQvO0y-00040-00016182-00016724 なかなかいけないとかそういう方もいらっしゃったんですよねそういったニーズがもともとあって
BHrPTlQvO0y-00041-00016725-00016967 た中でのこのオンラインコードなので
BHrPTlQvO0y-00042-00016968-00017109 今まで参加できなかった
BHrPTlQvO0y-00043-00017110-00017673 方も参加できる有意義な講座なんじゃないかなと皆さんに喜んでいただけるように
BHrPTlQvO0y-00044-00017674-00017938 頑張りたいなと思うけど今日はですね
BHrPTlQvO0y-00045-00017939-00018511 アカデミーXのオンラインアカデミーXオンラインに合わせてウェブ環境
BHrPTlQvO0y-00046-00018512-00018727 整えたいなと思って
BHrPTlQvO0y-00047-00018728-00019080 2個対策したんでそれを紹介したいなと思う
BHrPTlQvO0y-00048-00019081-00019483 一つはWi-Fi環境の改善ですね
BHrPTlQvO0y-00049-00019484-00019873 無線LANで飛ばしてるんですけどパソコン2台あるからってのもあると思って
BHrPTlQvO0y-00051-00019938-00020279 なかなか混戦したりとかしてて
BHrPTlQvO0y-00052-00020280-00020675 wifi 中継機を買ってですね
BHrPTlQvO0y-00053-00020676-00021353 途中で途切れるんですよね ぐーっと繋がりっぱなしじゃなくてちょっとなんか
BHrPTlQvO0y-00054-00021354-00021752 調子が悪い時が多々あったので
BHrPTlQvO0y-00055-00021753-00022166 今これはオンライン講座中にこれが発生したら大変だなと
BHrPTlQvO0y-00056-00022167-00022819 これを友人に紹介いただいてですね導入したんですねコンセントに挿して
BHrPTlQvO0y-00057-00022820-00023198 そこにそのLANケーブルを打たうことによって
BHrPTlQvO0y-00058-00023199-00023801 1階から2階に欄を這わせたりとか工事をしなくてもコンセントを利用して
BHrPTlQvO0y-00059-00023802-00024194 データ通信を行えると1回のその
BHrPTlQvO0y-00060-00024195-00024770 Wi-Fiの親機、モデムルーターからLANケーブルを引っ張って
BHrPTlQvO0y-00061-00024771-00024938 コンセントに挿してですね
BHrPTlQvO0y-00062-00024939-00025197 2階のコンセントに呼吸を
BHrPTlQvO0y-00063-00025198-00025812 挿してそこからLANをパソコンにつなげるという風にすることですごくWi-Fi
BHrPTlQvO0y-00064-00025813-00026081 電波環境が安定したんですよ
BHrPTlQvO0y-00065-00026082-00026442 困っていたんですけどもこれで一発解決しました
BHrPTlQvO0y-00066-00026443-00026757 イーショネットでつながるのですごく
BHrPTlQvO0y-00067-00026758-00027195 電波環境が良くなってこれで途切れることはなくなったんですよね
BHrPTlQvO0y-00068-00027196-00027540 あまり使ってる人いなさそうだったのでちょっと紹介しましたよ
BHrPTlQvO0y-00069-00027541-00028017 私の中でWi-Fi環境にちょっと困っている人はぜひお試しください
BHrPTlQvO0y-00071-00028181-00028887 ウェブカメラ、フリーフィルムのカメラを使ってウェブカメラ化をするソフトが公開された。
BHrPTlQvO0y-00072-00028888-00028969 ですね
BHrPTlQvO0y-00073-00028970-00029407 これ使ってアカデミーXやってみようかなと思うんですよね
BHrPTlQvO0y-00074-00029408-00029987 サイトからフジフィルムXウェブカムをインストールしてくださいと
BHrPTlQvO0y-00075-00029988-00030182 Windowsバージョン1.0
BHrPTlQvO0y-00076-00030183-00030593 0.0とMacがまだ対応
BHrPTlQvO0y-00077-00030594-00030939 してないみたいですね
BHrPTlQvO0y-00078-00030941-00031213 インストールされました。
BHrPTlQvO0y-00079-00031214-00031667 インストール手順っていうのは
BHrPTlQvO0y-00080-00031668-00032099 あるのでそれに振ってやればいいのかな
BHrPTlQvO0y-00081-00032100-00033598 今テストページで今XWave間のつないだんですけどよく比例を見てみたらですねいろいろありますねあ、そろそろこれ見てねここにね
BHrPTlQvO0y-00082-00033599-00034139 パソコンから吹いて撮影モードをSに
BHrPTlQvO0y-00083-00034140-00036447 パソコン接続しないで、撮影モードを静止画撮Sにして、それからこれね、ちゃんと前もってね、接続できないと。はい、こういう感じで。
BHrPTlQvO0y-00084-00036448-00036939 できんねあっ、よかったよかったじゃあ私のもっと
BHrPTlQvO0y-00085-00036940-00038095 FG設定が済みましたとりあえずWi-Fi環境を整えて先ほどのB-WaveのカメラをWebカメラ化したということでこれでアカデミーX-ONLINEの
BHrPTlQvO0y-00086-00038096-00038305 準備は問題です
BHrPTlQvO0y-00087-00038306-00038881 今日これで終わりですアカデミーXオンラインにご参加の方々お会いできるのを
BHrPTlQvO0y-00088-00038882-00039310 私もオンライン講座初めてなのでうまく聞いて
BHrPTlQvO0y-00089-00039311-00039641 皆さんに満足いただけるように頑張ろうと思いますので
BHrPTlQvO0y-00090-00039642-00039953 よろしくお願いします。それではまた次の動画でお会いしましょう。
BHrPTlQvO0y-00091-00039954-00040225 やならないまいしたっけね
BMBJfr6C3zY-00001-00002330-00002842 雑誌にあたる青空夢の願いを叶え
BMBJfr6C3zY-00008-00005528-00006175 二の舞に一
BMBJfr6C3zY-00010-00006409-00006843 だからもの
BMBJfr6C3zY-00015-00007961-00008545 ご視聴ありがとうございました
