UAHUKX7GH1U-00001-00000210-00000311 こんにちは、だつで
URTTGpUU5ck-00193-00051805-00052168 1993年に設立された支部になります
URTTGpUU5ck-00194-00052169-00052473 ます。
URTTGpUU5ck-00195-00052474-00052773 答えるために設立されています
URTTGpUU5ck-00196-00052774-00053016 国内でもちろんNGO登録をしてお
URTTGpUU5ck-00197-00053016-00053316 ユニセフなどの国連機関とも協働しています
URTTGpUU5ck-00198-00053316-00053591 活動してきています
URTTGpUU5ck-00199-00053591-00053926 活動の内容は、紛争や自然災害によって
URTTGpUU5ck-00200-00053927-00054304 ご視聴ありがとうございました
URTTGpUU5ck-00201-00054305-00054592 の子どもたち避難所の子どもたちへの
URTTGpUU5ck-00202-00054594-00054826 支援ということで
URTTGpUU5ck-00203-00054827-00054991 必要と考えられる
URTTGpUU5ck-00204-00054992-00055247 支援にはあらゆるものを取り組んでいる
URTTGpUU5ck-00205-00055248-00055594 という実績があります
URTTGpUU5ck-00206-00055595-00055843 させていただきますと例えばこちらは
URTTGpUU5ck-00207-00055844-00056224 ウクライナ東部での活動の一つです
URTTGpUU5ck-00208-00056225-00056459 ウクライナ東部では2015年の時点で
URTTGpUU5ck-00209-00056460-00056806 もうすでに130万人が水がないという深刻なニュースが
URTTGpUU5ck-00210-00056807-00057104 不足が起こっていてこの写真はですね
URTTGpUU5ck-00211-00057105-00057321 ちょうど1年くらい前の写真なんで
URTTGpUU5ck-00212-00057322-00057723 けれども 水が全然ない地域の幼稚園に
URTTGpUU5ck-00213-00057724-00057883 一体あどれば
URTTGpUU5ck-00214-00057884-00058092 トラックで水を運んでタンクの方に
URTTGpUU5ck-00215-00058094-00058423 吸収をしてその水でお水を飲むのに
URTTGpUU5ck-00216-00058424-00058654 だったり料理に使う水っていうのを
URTTGpUU5ck-00217-00058654-00058999 配っていますユニセフと一緒に取り組んで
URTTGpUU5ck-00218-00059000-00059213 いる活動になります
URTTGpUU5ck-00219-00059214-00059624 こちらは2021年6月に実は
URTTGpUU5ck-00220-00059625-00059909 ウクライナ西部で大規模な水害が発生し
URTTGpUU5ck-00221-00059910-00060166 その時の被災者支援の先駆け方
URTTGpUU5ck-00222-00060167-00060287 になります
URTTGpUU5ck-00224-00060388-00060699 被災された方への緊急支援物資の配布
URTTGpUU5ck-00225-00060700-00061038 もちろんのことこのように住宅が損壊して
URTTGpUU5ck-00226-00061039-00061512 しまった家庭の被災度合いを診断して
URTTGpUU5ck-00227-00061513-00061898 その被災度合いによって
URTTGpUU5ck-00228-00061899-00062183 住宅の再建を支援するという
URTTGpUU5ck-00229-00062184-00062423 視野に取り組んでいます
URTTGpUU5ck-00230-00062424-00062629 日本だと市役所がやったりするような
URTTGpUU5ck-00231-00062630-00062917 活動もアドラが担当したっていう実践
URTTGpUU5ck-00232-00062919-00063091 になります
URTTGpUU5ck-00233-00063092-00063430 こちらは新型コロナ感染症対策士
URTTGpUU5ck-00234-00063432-00063613 の一つですけれども
URTTGpUU5ck-00235-00063614-00063974 ウクライナでも例外ではなくて
URTTGpUU5ck-00236-00063975-00064247 感染拡大が大変
URTTGpUU5ck-00237-00064248-00064499 波が4回ぐらいあったんですね
URTTGpUU5ck-00238-00064500-00064736 もちろん今も心配される状況ではある
URTTGpUU5ck-00239-00064737-00065050 この写真は2021年7月
URTTGpUU5ck-00240-00065051-00065401 2月にウクライナ国内20地域の
URTTGpUU5ck-00241-00065402-00065743 27つの医療施設に対して酸素マスク
URTTGpUU5ck-00242-00065744-00066025 ですとか治療に必要な医療資材を
URTTGpUU5ck-00243-00066026-00066387 したときの写真になっておりますこちらは
URTTGpUU5ck-00244-00066388-00066735 10月ですね、2021年10月に色重視…
URTTGpUU5ck-00245-00066736-00067101 中止者の方々が自分自身を感染の
URTTGpUU5ck-00246-00067102-00067547 マゲスクから守りながら予防接種の
URTTGpUU5ck-00247-00067548-00067793 進めていけるようにということで
URTTGpUU5ck-00248-00067794-00068182 医療施設に個人防護具ですね
URTTGpUU5ck-00249-00068183-00068437 体を守るものマスクですとか手袋ですとか
URTTGpUU5ck-00251-00068645-00068872 写真になります
URTTGpUU5ck-00252-00068873-00069166 こちらは越冬支援の様子になります
URTTGpUU5ck-00253-00069167-00069409 ウクライナは1年のうちの5ヶ月ほど
URTTGpUU5ck-00254-00069410-00069709 低気温が0度を下回る冬の寒さが大変です。
URTTGpUU5ck-00255-00069710-00069907 厳しい地域になっているんですけれど
URTTGpUU5ck-00256-00069908-00070153 そういった命の危険があるような寒さの中で
URTTGpUU5ck-00257-00070154-00070460 このウクライナ東部で紛争が続いている
URTTGpUU5ck-00258-00070461-00070751 地域というのは、暖を取るための石炭なども十分に
URTTGpUU5ck-00259-00070752-00071063 確保することが難しい過程が多くあります
URTTGpUU5ck-00260-00071064-00071312 そこに対して各課程2と
URTTGpUU5ck-00261-00071313-00071549 大体2ヶ月くらい持つような燃料で
URTTGpUU5ck-00262-00071550-00071840 石炭を配布する活動これも必要に
URTTGpUU5ck-00264-00071925-00072191 例年行っている活動になります
URTTGpUU5ck-00265-00072192-00072567 こちらも同地域ですねウクライナ東部
URTTGpUU5ck-00266-00072568-00072759 コンタクトラインと言われる紛争
URTTGpUU5ck-00267-00072760-00073083 激しかった地域ですね
URTTGpUU5ck-00268-00073084-00073314 のための支援こちらもかなり大規模
URTTGpUU5ck-00269-00073315-00073563 取り組んできた活動になります
URTTGpUU5ck-00270-00073564-00073911 この左側の写真は給水棟になるんですが
URTTGpUU5ck-00271-00073912-00074260 この地域 トラックを水で運ばれていると
URTTGpUU5ck-00272-00074261-00074544 トラックで運ばれてくる水に
URTTGpUU5ck-00273-00074545-00074823 この給水と設置のために
URTTGpUU5ck-00274-00074824-00075148 整備したことで地下水をこのタンクに
URTTGpUU5ck-00275-00075149-00075602 周辺の数百世帯の水の供給を
URTTGpUU5ck-00276-00075603-00075836 できるようなそういった支援になっており
URTTGpUU5ck-00277-00075837-00076219 右側は井戸なんですけれども
URTTGpUU5ck-00278-00076220-00076496 水が出なくなってしまった移動の深さを
URTTGpUU5ck-00280-00076595-00076841 水が出るようにする支援です
URTTGpUU5ck-00281-00076842-00077050 壊れてしまっていたところを修復して
URTTGpUU5ck-00282-00077051-00077305 地域の中で水が手に入るように
URTTGpUU5ck-00283-00077306-00077566 ウクライナ東部のコンタクトライフ
URTTGpUU5ck-00284-00077567-00077840 のところで複数箇所で支援をして きた
URTTGpUU5ck-00285-00077841-00077966 となります
URTTGpUU5ck-00286-00077967-00078209 またここのケアというところにも取り組んで
URTTGpUU5ck-00287-00078210-00078465 おりまして、紛争が長く続いている
URTTGpUU5ck-00288-00078466-00078777 子どもたちも紛争しか知らない
URTTGpUU5ck-00289-00078778-00078984 というような子どもたちも多くいます。
URTTGpUU5ck-00290-00078985-00079230 子どもらしく過ごせるという
URTTGpUU5ck-00291-00079231-00079461 時間っていうのを確保するということで
URTTGpUU5ck-00292-00079462-00079724 遊びを取り入れて
URTTGpUU5ck-00293-00079725-00080054 心から笑える時間を持ってもらったり
URTTGpUU5ck-00294-00080055-00080270 あとは大人たちにもオンラインで
URTTGpUU5ck-00295-00080271-00080591 できる窓口を開設したりして寄り添う活動
URTTGpUU5ck-00296-00080592-00080756 おにとりくんでん
URTTGpUU5ck-00297-00080757-00081041 もう一つ紹介させてください。
URTTGpUU5ck-00298-00081042-00081269 子どもたちへのギフトパックという活動の
URTTGpUU5ck-00299-00081270-00081485 になるんですけれども
URTTGpUU5ck-00300-00081486-00081788 子どもたちから子どもたちから
URTTGpUU5ck-00301-00081789-00082133 私はギフトを送る活動で
URTTGpUU5ck-00302-00082134-00082373 すごく心が温かくなる活動だなって
URTTGpUU5ck-00303-00082374-00082613 私も思っているんですけれども
URTTGpUU5ck-00304-00082614-00082856 大変な状況にいる子どもたち
URTTGpUU5ck-00305-00082857-00083114 大変な状況にある子どもたちがいる
URTTGpUU5ck-00306-00083115-00083324 ことを知った子どもたちが自分たち
URTTGpUU5ck-00307-00083325-00083597 送り戻したいなって考えたときに
URTTGpUU5ck-00308-00083598-00083870 アドラのこのマークの入った空き箱を
URTTGpUU5ck-00309-00083871-00084131 ウクライナ国内で手に入れることが
URTTGpUU5ck-00310-00084132-00084410 そのもらった箱に
URTTGpUU5ck-00311-00084411-00084716 プレゼントしたいものを入れて
URTTGpUU5ck-00312-00084717-00085013 アドラのボランティアさんに渡すと
URTTGpUU5ck-00314-00085311-00085635 この紛争地域で暮らしていたり
URTTGpUU5ck-00315-00085636-00085872 子どもたちだったり施設で暮らして
URTTGpUU5ck-00316-00085873-00086093 子どもたちのもとにこのプレゼントを届けて
URTTGpUU5ck-00317-00086094-00086354 くれるっていう活動になっています
URTTGpUU5ck-00318-00086355-00086669 2021年このくらいなきゃいけない
URTTGpUU5ck-00319-00086670-00086957 始まる前 直前までもこのパスドを
URTTGpUU5ck-00320-00086958-00087260 られていて2021年の12月下に
URTTGpUU5ck-00321-00087261-00087341 つないだ
URTTGpUU5ck-00322-00087342-00087599 4500個のギフトが集まって子どもたちの
URTTGpUU5ck-00323-00087600-00087863 ところに送られたっていう活動
URTTGpUU5ck-00324-00087864-00088199 何人も取り組んでおります
URTTGpUU5ck-00325-00088200-00088355 ありがとうございます
URTTGpUU5ck-00326-00088356-00088595 日本国内ではですねあのウクライナのことと
URTTGpUU5ck-00327-00088596-00088835 どうしても今回の人頭危機以降に
URTTGpUU5ck-00328-00088836-00089015 多くの種目を集めるようになった
URTTGpUU5ck-00329-00089016-00089231 と思われるんですけれども アザラさん
URTTGpUU5ck-00330-00089232-00089432 今回のこと以前からずっと
URTTGpUU5ck-00331-00089433-00089600 活動されていたということが
URTTGpUU5ck-00332-00089601-00089885 とても強く伝わってきましたまた最後に
URTTGpUU5ck-00333-00089886-00090110 子供から子供への
URTTGpUU5ck-00335-00090258-00090516 本当に人の見える支援ということで
URTTGpUU5ck-00336-00090517-00090810 あの地域の支援の中と他の地域の
URTTGpUU5ck-00337-00090811-00091007 ご視聴ありがとうございました
URTTGpUU5ck-00338-00091008-00091251 支援なのではないのかなと思いました
URTTGpUU5ck-00339-00091252-00091482 そうした活動をですね例えば昨年で
URTTGpUU5ck-00340-00091483-00091701 コロナの支援であったり水害の支援
URTTGpUU5ck-00341-00091702-00091965 されていたわけですけれども 今年は
URTTGpUU5ck-00342-00091966-00092200 人道基地に対しての支援を始められたと
URTTGpUU5ck-00343-00092201-00092452 いうことですかこのアトラさんが今回のこと
URTTGpUU5ck-00344-00092453-00092749 軍事振興の人道基金に対しての支援を始めた
URTTGpUU5ck-00345-00092750-00092917 狙われたし勝ちというのはどのようなこと
URTTGpUU5ck-00346-00092918-00093067 だったんでしょうか
URTTGpUU5ck-00347-00093068-00093538 もともと紛争時のウクライナ国内
URTTGpUU5ck-00348-00093539-00093733 紛争地帯の支援というのは行っていた
URTTGpUU5ck-00349-00093734-00094051 今までやっていた活動が少し注力して
URTTGpUU5ck-00350-00094052-00094265 シフトしたっていう形にあんなに
URTTGpUU5ck-00351-00094266-00094499 ですけれども トラジャパンとしても
URTTGpUU5ck-00352-00094500-00094784 動き出したというのは2月の24日
URTTGpUU5ck-00353-00094785-00095150 今回の大きく報道された
URTTGpUU5ck-00354-00095151-00095321 24日あたりからだったので
URTTGpUU5ck-00355-00095322-00095645 と思うんですけれども その前ですね
URTTGpUU5ck-00356-00095646-00095893 2日にあとはウクライナから
