CFWRJ0FZ1S8-00001-00001898-00002354 クヨクビシチョウ!イジジェデザイン!
CGFSRF97KCQ-00173-00084103-00084729 実験設定周りが自動化できるので、結果を確認しながら、次の実験のサイクルを
CGFSRF97KCQ-00174-00084730-00085304 Google効率的に回すことができます
CGFSRF97KCQ-00175-00085305-00085919 もちろんクライアントとサーバーを同じローカルマシン指定にもできるので
CGFSRF97KCQ-00176-00085920-00086471 例で紹介します
CGFSRF97KCQ-00177-00086472-00086592 まずは
CGFSRF97KCQ-00178-00086593-00087403 MLflow Serverコマンドでトラッキングサーバーを立ち上げます
CGFSRF97KCQ-00179-00087404-00087778 長ったらしい引数は主に6置き場の指定で
CGFSRF97KCQ-00180-00087779-00088415 図のようにmlrunsというローカルディレクトリのほかに
CGFSRF97KCQ-00181-00088416-00088987 クラウドストレージやデータベースを指定できます
CGFSRF97KCQ-00182-00088988-00089271 このコマンドで起動してみると、ログで
CGFSRF97KCQ-00183-00089272-00090309 内部でグニコンが動いているのも確認できますね
CGFSRF97KCQ-00184-00090310-00090630 デフォルトの設定では、ローカルホスト、
CGFSRF97KCQ-00185-00090631-00091253 先般にブラウザからアクセスするとUIが確認できます
CGFSRF97KCQ-00186-00091254-00092075 まだ何もログを送っていないので真っさらな状態です
CGFSRF97KCQ-00187-00092076-00092682 クライアントからログが流れてくると、左のメニューで実験一覧。
CGFSRF97KCQ-00188-00092683-00093271 中央のテーブルで各実験結果を確認できます
CGFSRF97KCQ-00189-00093272-00094331 なお、このUIからでも実験の削除やリネームなど、ある程度の操作はできます。
CGFSRF97KCQ-00190-00094332-00094929 それでは実際に学習させて、ログを送ってみたいと思います。
CGFSRF97KCQ-00191-00094930-00095293 最初にご紹介したトレーニングのコードに倣って
CGFSRF97KCQ-00192-00095294-00095525 モデルのパラメータを定義します。
CGFSRF97KCQ-00194-00095715-00095949 もちろんここは
CGFSRF97KCQ-00195-00095950-00096495 Hydraで管理してもいいところですね
CGFSRF97KCQ-00196-00096496-00096886 このモデルに渡すところまでは同じなんですけど
CGFSRF97KCQ-00197-00096887-00097639 モデルの学習中に呼ばれるコールバックを新しく定義します
CGFSRF97KCQ-00198-00097640-00098302 学習中の誤差やイテレーション数など管理した値をMLフロー
CGFSRF97KCQ-00199-00098303-00099246 ログメトリック関数に渡していきます
CGFSRF97KCQ-00200-00099247-00099668 実際に学習するコードです
CGFSRF97KCQ-00201-00099669-00100214 従来のトレーニング、レポーティングに加えて
CGFSRF97KCQ-00202-00100215-00101319 MLflowのシンタックスが所々入っていることが伺えます
CGFSRF97KCQ-00203-00101320-00101475 はじめに
CGFSRF97KCQ-00204-00101476-00101754 サーバーのホストと
CGFSRF97KCQ-00205-00101755-00102056 1件目をセットします。
CGFSRF97KCQ-00206-00102057-00103015 実験名はPyConJP2020にしてみます。
CGFSRF97KCQ-00207-00103016-00103778 MLflow Start Run Scopeで実験の開始をコールします。
CGFSRF97KCQ-00208-00103779-00104399 このスコープを抜けると実験がクローズされます。
CGFSRF97KCQ-00209-00104400-00104686 あとはログを投げたいタイミングで
CGFSRF97KCQ-00211-00104966-00106030 ログメトリクスといった関数にリクショナリー形式で値を渡してあげます
CGFSRF97KCQ-00212-00106031-00106559 パラムスはモデルに渡すパラメータなどの入力値
CGFSRF97KCQ-00213-00106560-00107405 メトリクスは学習中の誤差などの出力値といった使い分けです
CGFSRF97KCQ-00214-00107406-00108008 また、画像やピクルなどのバイナリデータはアーティファクトという形で保存することも
CGFSRF97KCQ-00215-00108008-00108859 できます
CGFSRF97KCQ-00216-00108860-00109734 走らせた結果をUIから確認してみましょう
CGFSRF97KCQ-00217-00109735-00110279 否定したPyCon-JP2020という実験名で
CGFSRF97KCQ-00218-00110280-00110543 パラメーターやメトリクスだ
CGFSRF97KCQ-00219-00110544-00111129 確認できています 右下のところですね
CGFSRF97KCQ-00220-00111130-00111458 この実験結果をクリックして
CGFSRF97KCQ-00221-00111458-00111770 詳細画面に入ると
CGFSRF97KCQ-00222-00111771-00112109 その実行にフォーカスした形で
CGFSRF97KCQ-00223-00112110-00112328 パラメーターや
CGFSRF97KCQ-00224-00112329-00112656 メトリクスが詳しく見れるほか
CGFSRF97KCQ-00225-00112657-00113345 アーキファクトとして保存したMATプロットリブの画像も見えています
CGFSRF97KCQ-00226-00113346-00114166 これで6の管理も万体ですね。
CGFSRF97KCQ-00227-00114167-00114869 ML Flow Trackingの最後に、サービングの話を少しします。
CGFSRF97KCQ-00228-00114870-00115499 個人利用ならクライアント、サーバーともに ローカルのPCでいいですし
CGFSRF97KCQ-00229-00115500-00115946 大学の利用なら研究室のサーバーに建てさせてもらったり
CGFSRF97KCQ-00230-00115947-00116444 クラウドが利用できるのであれば AWSやGCPのインスタンスで運用される
CGFSRF97KCQ-00232-00116751-00117291 伝えておけばそれをメンバーで使い回して
CGFSRF97KCQ-00233-00117292-00117796 ログのビューイングが良くなるということですね
CGFSRF97KCQ-00234-00117797-00118108 そもそもインフラの管理が大変だよという方は
CGFSRF97KCQ-00235-00118108-00118406 MLflowと使用感の近い
CGFSRF97KCQ-00237-00118602-00118771 コメットエメール
CGFSRF97KCQ-00238-00118772-00119554 Base and Biasisのような実験管理系SaaSを利用されると良いでしょう
CGFSRF97KCQ-00239-00119555-00120040 ただし、無料版はチーム利用やストレージに制限が多いので、
CGFSRF97KCQ-00241-00120232-00121120 MLフローを自前で運用するのかはお財布との相談ですね
CGFSRF97KCQ-00243-00121568-00122173 これまで紹介したツールは、パラメータの管理や実験ログの管理といったライフサイクリング
CGFSRF97KCQ-00244-00122174-00122476 おける一点一点での用途でしたが
CGFSRF97KCQ-00245-00122477-00123111 Cedroではデータを取得、マイ処理を行い、学習、レポーティングするといった処理を一つの
CGFSRF97KCQ-00246-00123113-00123596 パイプラインとして管理することができます
CGFSRF97KCQ-00247-00123597-00124067 データやパラメータのキャッシュもサポートしていて前日にした2つのツールより
CGFSRF97KCQ-00248-00124068-00124537 できることが広めです
CGFSRF97KCQ-00249-00124538-00125111 まずは全体把握のために、左のパイプラインの図に注目です。
CGFSRF97KCQ-00250-00125113-00125667 これはデータの取得から学習、レポーティングまでの流れをKedroで記述し、
CGFSRF97KCQ-00251-00125668-00126241 パイプラインをKedronの機能で可視化 したものです
CGFSRF97KCQ-00252-00126242-00126872 はじめに、ケドロを理解する上で重要な4つの概念を順に説明します。
CGFSRF97KCQ-00253-00126873-00127371 まずは緑枠で囲ったデータカタログ
CGFSRF97KCQ-00254-00127372-00127982 よく見ると左に小さいデータベースのようなアイコンがついていますね
CGFSRF97KCQ-00255-00127983-00128529 データカタログはパイプライン内で共有したいデータをYAMLに定義しておいて
CGFSRF97KCQ-00256-00128530-00129058 パイプラインのどこからでもロード・セーブができる仕組みです
CGFSRF97KCQ-00257-00129058-00129340 ポイントはcatalog.yamlの
CGFSRF97KCQ-00258-00129341-00129542 タイプキーに
CGFSRF97KCQ-00259-00129543-00130047 Pythonのクラスで定義されたデータコネクタを指定します
CGFSRF97KCQ-00260-00130048-00130893 そしてそのインスタンス引数に渡す形で続けて引数も記述します。
CGFSRF97KCQ-00261-00130894-00131340 このコネクタはCSVはもちろん無理。S3上のファイルはSQL。
CGFSRF97KCQ-00262-00131341-00131883 API経由でのJSONなど、公式で豊富に用意されているほか、自前で実装することも
CGFSRF97KCQ-00263-00131884-00132381 もできます
CGFSRF97KCQ-00264-00132382-00132996 この右下の例のように、YAMLで定義しておくと、初回読み込み以降はキャッシュが働き、
CGFSRF97KCQ-00265-00132997-00133134 ますか
CGFSRF97KCQ-00266-00133135-00133580 逆にYAMLに定義しないこともできます
CGFSRF97KCQ-00267-00133581-00134159 メモリに定義しない場合は、パイプラインの実行時にメモリ上に展開されるので、
CGFSRF97KCQ-00268-00134160-00134758 データを共有したいときと使い分けると便利です
CGFSRF97KCQ-00269-00134759-00134853 次に
CGFSRF97KCQ-00270-00134854-00135140 パラメーターです
CGFSRF97KCQ-00271-00135141-00135776 これも用途としてはデータカタログと似ているので緑枠で
CGFSRF97KCQ-00272-00135777-00136103 カタログと違う点は
CGFSRF97KCQ-00273-00136104-00136815 Valueの形で値をそのまま破るに記述します
CGFSRF97KCQ-00274-00136816-00137337 Kedro自体はこのパラメータをスタティックに読むだけなので、よりリッチに読めることができます。
CGFSRF97KCQ-00275-00137338-00138233 パラメータを管理したい場合はHydraと連携させると面白いと思います
CGFSRF97KCQ-00276-00138234-00138648 そして赤枠の濃度です
CGFSRF97KCQ-00277-00138649-00139116 これはパイプラインを組み立てる処理の1単位で、内部的にはPythonの
CGFSRF97KCQ-00278-00139117-00139881 メソッドとして記述しその出入力を次のノードにつなげていくようなイメージです
CGFSRF97KCQ-00279-00139882-00140516 右のコードはトレインモデルというノードの処理の例になります。
CGFSRF97KCQ-00280-00140517-00140863 トレインモデルのメソッドの引数には
CGFSRF97KCQ-00281-00140864-00141148 プリプロセス関数から渡ってきた
CGFSRF97KCQ-00282-00141149-00141526 学習データXYの他に
CGFSRF97KCQ-00283-00141527-00141977 共通で持っている緑は黒
CGFSRF97KCQ-00284-00141978-00142158 パラメータである
CGFSRF97KCQ-00285-00142159-00143053 Learning Rate NA Estimatorsといったものを読み込んでいます
CGFSRF97KCQ-00286-00143054-00143497 そして最後にパイプラインです。
CGFSRF97KCQ-00287-00143498-00143874 今まで定義してきたデータカタログ
CGFSRF97KCQ-00288-00143875-00144037 パラメータ図
CGFSRF97KCQ-00289-00144038-00144800 ノードをつなぎ合わせて処理の流れを記述します
CGFSRF97KCQ-00290-00144801-00145058 ノードの関数2
CGFSRF97KCQ-00291-00145059-00145323 処理の関数
CGFSRF97KCQ-00292-00145324-00145481 いくっと
CGFSRF97KCQ-00293-00145482-00145733 アウトプットを渡して
CGFSRF97KCQ-00294-00145734-00146292 あとはつなげたいノードの分だけリストを作るだけです
CGFSRF97KCQ-00295-00146293-00146769 簡単ですね。
CGFSRF97KCQ-00296-00146770-00147266 パイプラインが定義できたら、 pedro run コマンドで実行できます。
CGFSRF97KCQ-00297-00147267-00147650 ログがたくさん出ていますが、定義したパイプラインを思い出しながら、
CGFSRF97KCQ-00298-00147651-00147961 追っていきます
CGFSRF97KCQ-00299-00147962-00148709 まず心臓病データセットがCSVで与えられていてそのプリプロセスが
CGFSRF97KCQ-00300-00148710-00149252 実行されて
CGFSRF97KCQ-00301-00149253-00149470 前処理の結果を基に
CGFSRF97KCQ-00302-00149471-00149839 トレインモデルが走って
CGFSRF97KCQ-00303-00149840-00150341 学習のロゴも出ていますね
CGFSRF97KCQ-00304-00150342-00150478 最後のステップで
CGFSRF97KCQ-00305-00150479-00150917 学習したモデルの精度を表示できています
CGFSRF97KCQ-00306-00150918-00151156 良さそうですね
CGFSRF97KCQ-00307-00151157-00151629 これでワークフローの管理もできるようになりました
CGFSRF97KCQ-00308-00151630-00152615 その他、このノードをパラレルに動かす設定などもあります。
CGFSRF97KCQ-00309-00152616-00153095 まとめになります
CGFSRF97KCQ-00310-00153096-00153536 今日は数あるMLOpsツールの中でも特にホットな
CGFSRF97KCQ-00311-00153537-00154148 ハイドラ、エメロクス、ケドロを駆け足でご紹介しました。
CGFSRF97KCQ-00312-00154149-00154718 これらツールを導入することで、オレオレで進めてきた実験コードに秩序が生まれるのではないかと考えます。
CGFSRF97KCQ-00313-00154719-00154969 でしょうか
CGFSRF97KCQ-00314-00154970-00155400 また この3つのいいところを組み合わせて使うことも考えられ
CGFSRF97KCQ-00315-00155401-00155749 例えば、Hydraで管理したパラメーターを
CGFSRF97KCQ-00316-00155750-00156298 ケドルのパイプラインに流し、実験結果をMLフローに蓄積していくといったような
CGFSRF97KCQ-00317-00156299-00156634 ユースケースが考えられます
CGFSRF97KCQ-00318-00156635-00157240 この3つだけでも覚えて帰っていただけると
CGFSRF97KCQ-00319-00157241-00157451 オンラインなので
CGFSRF97KCQ-00320-00157452-00158040 カエルも何もなんですけど
CGFSRF97KCQ-00321-00158041-00158324 終わりに
CGFSRF97KCQ-00322-00158325-00158886 使い回しを意識した健全なMLライフサイクルで、未来の自分や
CGFSRF97KCQ-00323-00158887-00159257 プロジェクトのみんなを幸せにしましょう
CGFSRF97KCQ-00324-00159258-00159766 まずは一つのツールを使いこなすところから始めて慣れてきたらツール同士を
CGFSRF97KCQ-00325-00159767-00159875 組み合わせたり
CGFSRF97KCQ-00326-00159876-00160591 高機能でヘビーなツールにチャレンジするといいでしょう
CGFSRF97KCQ-00327-00160592-00161331 小さく始めて大きく育てるML Ops 2020でした
CGFSRF97KCQ-00328-00161332-00161699 speakerbeck.com スラ chck に
CGFSRF97KCQ-00329-00161700-00162237 この資料をアップしましたので、そちらもぜひよろしくお願いします。以上になります。ご清聴ありがとうございました。
CGFSRF97KCQ-00330-00162238-00162728 ありがとうございました
CGFSRF97KCQ-00331-00162729-00162945 ありがとうございました
CGFSRF97KCQ-00332-00162946-00163260 お話ありがとうございました
CGFSRF97KCQ-00333-00163261-00163596 では質疑応答に入りたいと思います
CGFSRF97KCQ-00334-00163597-00163977 岩崎さんの今回の発表に対して質問ある方いらっしゃいましたら
CGFSRF97KCQ-00335-00163978-00164316 Zoomで挙手をするかチャット欄で書き込み
CGFSRF97KCQ-00336-00164317-00164654 質問をお願いいたします
CGFSRF97KCQ-00337-00164655-00166419 確認しますね挙手あれ
CGFSRF97KCQ-00338-00166420-00167293 お見そうですね質問はいなさそうですね
CGFSRF97KCQ-00339-00167294-00167648 今回発表ありがとうございました
CGFSRF97KCQ-00341-00168253-00168678 では、岩崎さんの発表で今回で以上となります。
CGFSRF97KCQ-00342-00168679-00169254 この後40分程度長い休憩がありますのでスペシャルブースなど行かれていない方いらっしゃる方は
CGFSRF97KCQ-00345-00169448-00170194 いただけると幸いですまたスラックペローがありましてそちらの方で質問などして
CGFSRF97KCQ-00346-00170195-00170745 問題ですので そちらのほうよろしく お願いいたします
CGFSRF97KCQ-00347-00170746-00171351 岩崎さんの発表でしたありがとうございました以上でございました
