-4ff7nskf1y-00000-00000027-00000399 トンプソンハウス来ました
-SD_mkDTalU-00155-00067169-00067705 檻の陰に隠れても本当覗き込んだら見えるみたいな形ですよね
-SD_mkDTalU-00156-00067706-00067986 で、ちょうどダンボールの
-SD_mkDTalU-00159-00068944-00069357 が初対面だったんです
-SD_mkDTalU-00160-00069358-00069679 セットは飼い主さんだけが頼りです。
-SD_mkDTalU-00161-00069680-00070235 前には最後まで責任が取れるかしっかり考えましょう
-SD_mkDTalU-00162-00070236-00071245 年をとって介護が必要になっても息を引き取るまで愛情を持って買いましょう。
-SD_mkDTalU-00163-00071246-00071626 牛骨堂196号座
-SD_mkDTalU-00164-00071627-00071938 いよ北条駅より車で3分
-SD_mkDTalU-00165-00071939-00072837 松山市北条辻松山北条動物クリニックは猫はんを応援しています
-SD_mkDTalU-00166-00072838-00073386 日本継続協会はワンちゃんとカイリスさんの絆作りをお手伝いします
-SD_mkDTalU-00168-00073572-00073993 トレーニングや遊びなど楽しく過ごします。
-SD_mkDTalU-00170-00074201-00074758 基本的なルールからハイレベルまで個性に合わせてトレーニングします
-SD_mkDTalU-00171-00074759-00075232 無駄ボイレットAIのしつけなど何でもご相談ください
-SD_mkDTalU-00175-00075852-00076275 猫はこの子の場合はちょっと
-SD_mkDTalU-00176-00076276-00076710 霧付けになりましてずっとこう見てたんです
-SD_mkDTalU-00177-00076711-00077058 見てたんです
-SD_mkDTalU-00178-00077059-00077742 どうなんこの子みたいな えっ えっ っていう感じでこう妻と一緒に見てて そしたらその施設の方が
-SD_mkDTalU-00179-00077743-00078129 ちょっと出してみましょうかという形で声掛けいただいて
-SD_mkDTalU-00180-00078130-00078431 じゃあお願いしますそしたらポー
-SD_mkDTalU-00182-00078906-00078983 いらしてね
-SD_mkDTalU-00183-00078984-00079283 出した瞬間にもうおしっこジャーっとするわけですよ
-SD_mkDTalU-00184-00079284-00079733 出たかったのかな?出たかったのか緊張してたのかあれですけどね
-SD_mkDTalU-00185-00079734-00079872 うん
-SD_mkDTalU-00186-00079873-00080269 この子はご飯は食べてるんですか?みたいな話を聞いたら
-SD_mkDTalU-00187-00080270-00080585 ご飯食べてるの見たことないと
-SD_mkDTalU-00188-00080586-00080894 朝起きたらご飯がいつも空になっている
-SD_mkDTalU-00189-00080895-00081205 だから人がいる時は絶対食べない
-SD_mkDTalU-00191-00081331-00081699 昼間をもうずっとあの場所で
-SD_mkDTalU-00192-00081700-00082176 こっちをずっと見てるからうつむいてるからで1日過ごしてますっていう形だったの
-SD_mkDTalU-00194-00082380-00082819 この子は長いんですかって言ったら1週間ぐらいにいいんですよね
-SD_mkDTalU-00195-00082820-00083417 1週間ぐらいであと2、3日したら次の施設に行くようになってます
-SD_mkDTalU-00196-00083418-00083773 みたいな案内だったんですよ
-SD_mkDTalU-00198-00083887-00084102 そんな短期間で
-SD_mkDTalU-00199-00084103-00084402 いろんなことが判断されて、次の施設に
-SD_mkDTalU-00200-00084403-00084789 まあそれも辛いなと思ったけどでも
-SD_mkDTalU-00201-00084790-00085501 そんだけそういう子が次々いるんだろうなというちょっと思いもあって
-SD_mkDTalU-00203-00085675-00085931 つまりね、もうその時にもう
-SD_mkDTalU-00204-00085932-00086100 連れて帰ろうやんか
-SD_mkDTalU-00206-00086264-00086739 そんなつもりはなかったけども 連れて帰るよって話をしたらもう
-SD_mkDTalU-00208-00086889-00087065 みたいな感じで
-SD_mkDTalU-00209-00087066-00087765 まさかのその次の日には引き取りに行きましたね
-SD_mkDTalU-00211-00089676-00090090 寝っこは寒い日や雨の日
-SD_mkDTalU-00212-00090091-00090713 車のエンジンルームに猫が入っていることがそのままエンジンをかけると
-SD_mkDTalU-00213-00090714-00091076 車も猫も大変な事態になります
-SD_mkDTalU-00214-00091077-00091675 ボンネットを叩いてチェックだけだと大きな音に驚いて猫は
-SD_mkDTalU-00215-00091676-00092101 みをかためてさらにかくれてしまいます。
-SD_mkDTalU-00216-00092102-00092766 ボンネットを開けて猫がいないかチェック
-SD_mkDTalU-00218-00092860-00093224 同時にウィンドウォッシャー液やブレーキ液
-SD_mkDTalU-00219-00093225-00093818 バッテリー液やエンジンオイルなどの量のチェックもできますね
-SD_mkDTalU-00220-00093819-00094839 ほんの30秒の手間で車も小さな命も守れますこれでよし
-SD_mkDTalU-00222-00094937-00095323 国道56号座 伊予郡正木町
-SD_mkDTalU-00223-00095324-00095929 神村動物病院は猫犯を応援しています。
-SD_mkDTalU-00224-00095930-00096340 もう一匹降りにおった子はどうだったんやろってめっちゃ気になるんですけどそうなの
-SD_mkDTalU-00225-00096341-00096819 気になりますよねって聞いたんです
-SD_mkDTalU-00226-00096820-00097269 それはNPOのボランティアの方が引き上げてくれたみたいです
-SD_mkDTalU-00228-00097386-00097987 おそらくこの子の兄弟じゃないかなっていう話をしてたんですけど
-SD_mkDTalU-00229-00097988-00098196 でも会議して
-SD_mkDTalU-00230-00098197-00098724 お家に行った麦ちゃんはどうでした?すぐには慣れないでしょ
-SD_mkDTalU-00231-00098725-00099067 今でちょうど1ヶ月なんですけどあの
-SD_mkDTalU-00232-00099068-00099661 徐々には慣れてきているのかなと思うんですけど、やっぱりもう
-SD_mkDTalU-00233-00099662-00099980 目を合わせないしあの
-SD_mkDTalU-00234-00099981-00100334 その場から動かない
-SD_mkDTalU-00235-00100335-00100563 そんな感じですかね
-SD_mkDTalU-00236-00100564-00101151 もうおかしい施設の人にも言われましたけどこの子はかなり怯えが
-SD_mkDTalU-00237-00101152-00101775 きつい子ですよ、と。あと、使われていたボランティアの人も
-SD_mkDTalU-00238-00101776-00102340 あのまあこの子はちょっとみんな見る人みんなこの子を覚えが強い覚えが強いっていう風に
-SD_mkDTalU-00239-00102341-00102822 ことを初めに聞かされてたので、まあ結構してたんですけど、
-SD_mkDTalU-00240-00102823-00103258 怯えが強いというのはこういうことなんだなっていう形でうんうん
-SD_mkDTalU-00241-00103259-00103563 すごいリラックスしてますね今ね
-SD_mkDTalU-00242-00103564-00104118 そうですねこれも日に日に変わってきてる部分があるので
-SD_mkDTalU-00245-00104755-00105481 犬や猫、ウェレット、ウサギ、ハムスター、おとぎなど、心配事は何でもご相談ください。
-SD_mkDTalU-00246-00105482-00105733 一緒に解決していきましょう
-SD_mkDTalU-00247-00105734-00106203 ひっしきどうぶつびょういん
-SD_mkDTalU-00248-00106204-00106793 松山市上鷹の町のサンポコペットクリニックです。
-SD_mkDTalU-00249-00106794-00107282 タンポポペットクリニックでは、防止にも力を入れております。
-SD_mkDTalU-00250-00107283-00107989 ワンちゃん、ネコちゃんを病院に連れて行くのが大変な時は、私がお教えします。お気軽に!
-SD_mkDTalU-00251-00107990-00108076 お電話ください。
-SD_mkDTalU-00254-00108449-00108816 僕たちも妻と一緒に
-SD_mkDTalU-00255-00108817-00109583 まあ素人なんですよね僕たちので分かったことは子供の頃に実家で飼ってたっていう
-SD_mkDTalU-00256-00109583-00110633 昔と今は犬の飼い方も違うし初めての体験というこの子も初めての体験で
-SD_mkDTalU-00257-00110634-00110816 そんなことをビビりながら
-SD_mkDTalU-00258-00110817-00111145 頑張っているんで同じ僕らも
-SD_mkDTalU-00259-00111146-00111453 いろんな人に聞きながら頑張ってるみたいなね
-SD_mkDTalU-00260-00111454-00112008 お互いが頑張りながら一緒に生活してるっていう感じですかね今は
-SD_mkDTalU-00261-00112008-00112308 ご飯は食べてくれたんでしょうか
-SD_mkDTalU-00262-00112308-00112622 ご飯はね、初日に
-SD_mkDTalU-00263-00112623-00113378 多分目の前に食べてくれましたね食べてくれました。なので嬉しいです
-SD_mkDTalU-00267-00114735-00115065 一つ一つがやっぱり目を合わせてくれるとか
-SD_mkDTalU-00268-00115066-00115279 食べてくれるとか
-SD_mkDTalU-00269-00115280-00115511 もうそれがもう
-SD_mkDTalU-00270-00115513-00115840 もう嬉しいですよねもう喜びですよね
-SD_mkDTalU-00271-00115841-00116240 麦ちゃんと名付けたのはどうしてなんですか?
-SD_mkDTalU-00272-00116241-00116441 あの
-SD_mkDTalU-00273-00116442-00116777 その施設に行った時に
-SD_mkDTalU-00274-00116778-00117125 ロープに座られて、先ほど言ったように表に出された時にね
-SD_mkDTalU-00275-00117126-00117659 なでていいですかって話をしたんですよいいですよでもこの手袋してください
-SD_mkDTalU-00276-00117660-00117851 言ってて革の手袋渡されたんですよ
-SD_mkDTalU-00277-00117852-00118049 そうなんですよ
-SD_mkDTalU-00280-00122051-00122313 でもその時にも
-SD_mkDTalU-00281-00122314-00122823 あっ麦って声をかけたんですよ で周りの施設の人もえっ
-SD_mkDTalU-00282-00122824-00123397 この子男の子ですよみたいな感じでいや男でもいいでいいんじゃないですかってもう
-SD_mkDTalU-00283-00123398-00123879 このニギをじゃあ連れて帰りますって 結ぶ時にもう名前を決めちゃいます
-SD_mkDTalU-00284-00123880-00124475 もう妻の妻やん 話で切るさあうっぺーですそうですね
-SD_mkDTalU-00285-00124476-00125033 この辺の毛羽立ち方が 麦の方みたいな感じがすごいします
-SD_mkDTalU-00286-00125033-00125143 もう
-SD_mkDTalU-00289-00125639-00125949 なんかありがちな名前やねんみたいな
-SD_mkDTalU-00290-00125950-00126393 僕知らなかったんですけど今すごくランキングですごく上位になってるな
-SD_mkDTalU-00291-00126394-00126654 らしいですねでそれちょっともっとしたんですけど
-SD_mkDTalU-00293-00126898-00127368 でもなんかこう麦のようにねたくましく生きていってくれたらいいなみたいなね
-SD_mkDTalU-00294-00127369-00128116 僕は今この子っぽい名前でいいなと
-SD_mkDTalU-00295-00128117-00128336 ワンちゃんを飼うときに
-SD_mkDTalU-00296-00128338-00128786 まあなんとかなるよみたいなね楽観的なとこが
-SD_mkDTalU-00297-00128787-00129569 いいんですよでもいざお家に来ると想像以上に重たような行動をしてくれるな
-SD_mkDTalU-00298-00129570-00129907 それは
-SD_mkDTalU-00300-00130021-00130633 でも麦も一生懸命頑張っているし僕もじゃあ麦に
-SD_mkDTalU-00301-00130633-00130843 幸せになってもらおうと思うんだけど
-SD_mkDTalU-00302-00130844-00131368 楽しく過ごしてもらうためにはどうしたらいいかっていうのを僕も今すごく勉強中なんですよ
-SD_mkDTalU-00305-00131999-00132474 それなりにお互いが努力して考えていかないといけない
-SD_mkDTalU-00306-00132475-00133033 ことなんだなというのはすごく感じてますね
-SD_mkDTalU-00308-00133165-00133361 無知ひるぐなっちゃったね
-SD_mkDTalU-00309-00133362-00133590 そう?
-SD_mkDTalU-00313-00134197-00134443 いらっしゃいまーす
-SD_mkDTalU-00314-00134444-00134893 ねこわまんが!松山市山越徳乃めの
-SD_mkDTalU-00316-00135161-00135445 あなたのアイドルを素敵に考えた
-SD_mkDTalU-00318-00135548-00136079 心を込めてトリミングいたしますのでどうぞお手軽にお問い合わせください
-SD_mkDTalU-00319-00136080-00136731 なってまーす
-SD_mkDTalU-00320-00136732-00137100 渡辺さんはお勤め先の石材振興会
-SD_mkDTalU-00321-00137101-00137658 伊予市天気上でワンちゃん猫ちゃんの譲渡会をはじめいろんなブースが集まる
-SD_mkDTalU-00322-00137659-00138090 つなぐマルシェをプロデュースしています人気のあるお店
-SD_mkDTalU-00323-00138091-00138477 キッチンカーでやったりとかハンドメイドのショップさんにも一緒に参加いただいて
-SD_mkDTalU-00325-00138544-00138729 よりたくさんの衝撃を
-SD_mkDTalU-00326-00138730-00139369 頂戸会というものをもっと身近に感じて接していただこうというのが目的です
-SD_mkDTalU-00327-00139370-00139890 今つなぐマルシェというのを毎月1回開催させていただいております
-SD_mkDTalU-00328-00139891-00140237 全部でね、ワンちゃんが
-SD_mkDTalU-00331-00140650-00140802 みたいな形で
-SD_mkDTalU-00332-00140803-00141528 かなり室内で上等回復っていう形で皆さん落ち着いた話ができるということで
-SD_mkDTalU-00333-00141529-00141696 公表
-SD_mkDTalU-00335-00141914-00142744 もらう前にいろんな話を聞くのは大事なことですよね見た目であ、かわいい顔じゃなくてきっかけがやっぱりかわいい
-SD_mkDTalU-00336-00142745-00143088 そういうことになると思うんですけどでもあの上等化
-SD_mkDTalU-00337-00143089-00143912 私の人っていうのは皆さん一人一人本当に熱い思いというか信念を持っていられているので
-SD_mkDTalU-00339-00144416-00144576 ぜひ
-SD_mkDTalU-00340-00144577-00144824 参加していただいて
-SD_mkDTalU-00341-00144825-00145459 状とかペット犬ワンちゃんとか猫ちゃんが今どういう
-SD_mkDTalU-00342-00145460-00146038 どういう社会問題を抱えているのかどうかそういうのを直に触れ合って
-SD_mkDTalU-00343-00146039-00146251 いただきたいなと思いまして
-SD_mkDTalU-00345-00146402-00146759 自分らができる活動というのは限界があるんですよね
