c9wg9nmod64-00000-00000048-00000316 寝たらスマホを出たいんだけど。来年。
ciHLu8cJww8-00130-00051300-00051786 喋ってるから自分がボーボーし
ciHLu8cJww8-00131-00051787-00052125 サイズだけじゃなくてこの店色々ヤバいですね
ciHLu8cJww8-00141-00055557-00055979 でも今ちょうどこれで半分過ぎたあたりぐらいですかね
ciHLu8cJww8-00142-00055979-00056254 一方的には
ciHLu8cJww8-00144-00057075-00057507 何度かすごい半端じゃないですこれ
ciHLu8cJww8-00147-00058425-00058875 知りに入りスパイのことを気づくんですけど脳ある方ってよそ家
ciHLu8cJww8-00150-00059420-00059586 はい
ciHLu8cJww8-00152-00059681-00060365 ありがとうございます
ciHLu8cJww8-00156-00061616-00061935 教室で終わりで大丈夫です僕は
ciHLu8cJww8-00157-00061936-00063070 もうそれぐらい最高で売ってますね
ciHLu8cJww8-00158-00063071-00063546 最初は分かり難かったですけど、今これぐらいのサイズになりました。
ciHLu8cJww8-00159-00063547-00063780 相当食ってますね
ciHLu8cJww8-00161-00064916-00065442 ありがとうございました
ciHLu8cJww8-00169-00067604-00068031 正直最初ちょっときついなと思ったんですけどやっぱ食べてみると
ciHLu8cJww8-00170-00068032-00068211 どうやっても美味しいもん
ciHLu8cJww8-00173-00070730-00071114 最後の一切れでございます
ciHLu8cJww8-00179-00073790-00074219 そしてこちらが最後の一つでございます
ciHLu8cJww8-00183-00074661-00075007 ご清聴ありがとうございました
ciHLu8cJww8-00186-00075441-00076107 ということでテラセ屋さんで巨大つくねと巨大焼き鳥をいただいてまいりましたがどちらも
ciHLu8cJww8-00187-00076108-00076748 ふわふわとろとろの柔らかい鶏肉でめちゃめちゃうまい一品でございました
ciHLu8cJww8-00188-00076749-00077230 今回コラボさせていただきました夢叶えますプロジェクトさんの動画については概要をお送りします
ciHLu8cJww8-00189-00077231-00077439 欄に記載がございますのでぜひそちらも
ciHLu8cJww8-00190-00077440-00077919 ご視聴いただき気になった方はテラス屋さんにも足を運んでみてください
ciHLu8cJww8-00191-00077920-00078285 ということで本日もご視聴ありがとうございましたこの動画が良かったと思ったらチャンネル登録よろしくお願いします
ciHLu8cJww8-00192-00078286-00078639 チャンネル登録、コメント、高評価お願いします。じゃね。
clN5KRpHohY-00000-00000168-00000684 みなさんこんにちは。これはProgramming Challenge第4回
clN5KRpHohY-00002-00001095-00001930 ではこの最後のビデオで今週と先週に対して学生とのやりとりについてのコメントと
clN5KRpHohY-00003-00001932-00002363 あとは今週の宿題についてをコメントします
clN5KRpHohY-00004-00002364-00002662 じゃあいきましょう
clN5KRpHohY-00005-00002663-00003024 あのをからのコメントなんですけど
clN5KRpHohY-00006-00003025-00003468 先週の課題も
clN5KRpHohY-00007-00003469-00003853 誰がどういう課題だよといった情報を見ると
clN5KRpHohY-00008-00003854-00004065 多くの方はねあの
clN5KRpHohY-00009-00004067-00004603 一番最初の問題を解き、そこでハマったんですね。
clN5KRpHohY-00010-00004604-00004977 それを気をつけてください。
clN5KRpHohY-00011-00004978-00005711 今回の課題がすべての課題が8問が入っていますその8問全部同じ難しさ
clN5KRpHohY-00013-00005823-00006294 簡単な問題とそうでもない問題もありますですね
clN5KRpHohY-00014-00006295-00006861 で 問題の順番が難しさ順ではないです難易度順ではないですね
clN5KRpHohY-00016-00006969-00007308 まず問題を
clN5KRpHohY-00017-00007309-00007578 読み始める前に
clN5KRpHohY-00018-00007579-00008020 即に何かにもんとかさんを読むを目指して いる人なんか
clN5KRpHohY-00019-00008020-00008472 全部の問題を解くと目指している人は
clN5KRpHohY-00020-00008473-00008940 それでも全部の問題を読んで、どの問題が難しいか、
clN5KRpHohY-00021-00008941-00009279 どの問題が簡単かを
clN5KRpHohY-00022-00009280-00009491 考えてみてください
clN5KRpHohY-00024-00009596-00010120 前の課題もまだやってそれをやったことない人が前の課題
clN5KRpHohY-00025-00010121-00010429 それを見て練習しましょう
clN5KRpHohY-00026-00010430-00011071 そのスキルはとても重要です。どうやって難しいかどうかを判断するかですね。
clN5KRpHohY-00027-00011072-00011509 1つは今回は今までの授業でよくやった
clN5KRpHohY-00028-00011510-00011683 話してたのは
clN5KRpHohY-00029-00011684-00012171 課題のサイズですあとは分かりやすさだけですね
clN5KRpHohY-00030-00012172-00012627 いろいろな課題を読んで、この課題が分かりやすいと、この課題は分かりにくい、それがあります。
clN5KRpHohY-00031-00012628-00012825 それだけでもう、
clN5KRpHohY-00032-00012826-00013497 難易度の判断ができます次は課題のサイズね入力のサイズが大きい
clN5KRpHohY-00034-00013686-00014109 りがちということがありますので それも気をつけてください
clN5KRpHohY-00035-00014110-00014610 次はどのオークリスムを使うか
clN5KRpHohY-00036-00014611-00015197 毎回の授業でいくつかのオーグリースを紹介しますのでそれぞれの課題が
clN5KRpHohY-00037-00015199-00015621 どの語リズムを使うかこの語リズムが分かりやすかったか分かりにくかったか
clN5KRpHohY-00038-00015622-00015894 実装しやすかったか実装していくかとか
clN5KRpHohY-00039-00015894-00016230 それでありますのでぜひ
clN5KRpHohY-00040-00016231-00016890 投稿し始めるプログラミングし始める前に全ての課題を読んで
clN5KRpHohY-00041-00016891-00017109 なんか難しそう
clN5KRpHohY-00042-00017110-00017515 訓断してみてください
clN5KRpHohY-00043-00017516-00017934 では、学生からのコメントいきます。
clN5KRpHohY-00044-00017935-00018309 クラス定義が必要なものが苦手です
clN5KRpHohY-00045-00018310-00018904 はい気持ち分かります僕もクラス定理をすることがあまり好きじゃないですできるだけ
clN5KRpHohY-00046-00018905-00019288 Rootのタイプで使ってプログラミングしたいです
clN5KRpHohY-00047-00019289-00019719 ただし短いプログラムですとそれが済むのですけど
clN5KRpHohY-00048-00019720-00020119 プログラムがどんどん大きくなると、クラスが便利になり、
clN5KRpHohY-00049-00020120-00020680 なっていきます競技プログラミングの場合まだ半分ぐらいなんですけど
clN5KRpHohY-00050-00020681-00021193 でもこの構想の中でもクラスを使ってその後クラスを
clN5KRpHohY-00052-00021799-00022104 それも後考えてくださってください
clN5KRpHohY-00053-00022105-00022490 プログラムが使えば使うほど
clN5KRpHohY-00054-00022491-00022791 やりやすくなりますので
clN5KRpHohY-00055-00022792-00023372 苦手なことを我慢してたくさんカラスをプログラミングしていきましょう
clN5KRpHohY-00056-00023373-00023954 少しずつ楽になっていきますあとは
clN5KRpHohY-00058-00024097-00024585 戸瀬時代の卒業でTSPやってましたそうですね
clN5KRpHohY-00059-00024586-00025014 先週はTSPに少し話してましたけど
clN5KRpHohY-00060-00025015-00025299 今週の課題がTSPがあります。
clN5KRpHohY-00061-00025300-00026024 これは楽勝でぜひ今週のTSPの課題が解けてみてください
clN5KRpHohY-00062-00026025-00026639 あとはもう一つの学生が、授業動画でエボルショナリアルゴリズムをマッシン化計算と、
clN5KRpHohY-00063-00026639-00027226 イネーティカルグリスの遺伝的計算が出てきて懐かしかったです。
clN5KRpHohY-00065-00027311-00027688 高校の時に勉強したことはありますか?進化期数から。
clN5KRpHohY-00066-00027689-00028381 ぜひ進化決算に懐かしいデッキを見せているとか興味があるのが4年生の時に打ち合わせを
clN5KRpHohY-00067-00028382-00028612 の元気出演遊びに来てください
clN5KRpHohY-00068-00028613-00028977 進化計算についての卒論を書きましょう
clN5KRpHohY-00069-00028977-00029282 これは学生からのコメントです
clN5KRpHohY-00070-00029283-00029602 あとは今回の
clN5KRpHohY-00071-00029604-00029855 問題を紹介したいです
clN5KRpHohY-00073-00030188-00030399 見てましたですね
clN5KRpHohY-00074-00030400-00030717 そのからビートで説明しました
clN5KRpHohY-00076-00031096-00031322 まあ これ が なん か その
clN5KRpHohY-00078-00031648-00032051 あれなんか魚列二次元の魚列のサムの
clN5KRpHohY-00081-00032774-00033158 最短経路の探索です
clN5KRpHohY-00082-00033159-00033827 特にコレクティングビーパスがTSPがDPでそのままで説明していません
clN5KRpHohY-00083-00033828-00034304 でしたけど前回の事例で考えるとTSPが
clN5KRpHohY-00085-00034579-00034883 ペニュテーションを探索ですので
clN5KRpHohY-00086-00034884-00035432 ペニュテーションの前端作からDPに移動するか、今回の授業でいくつかの例を見せましたので、
clN5KRpHohY-00087-00035433-00035604 それを考えながら
clN5KRpHohY-00088-00035605-00036398 TSPのDPを作ることができるんでしょう
clN5KRpHohY-00090-00036787-00037086 マーシャルスカイラインが
clN5KRpHohY-00091-00037087-00037587 これちょっと難しい方の問題なんですけどLargest Inquiry
clN5KRpHohY-00093-00037776-00038007 問題の入力が
clN5KRpHohY-00096-00038834-00039261 なので、ガッとやってみてください。
clN5KRpHohY-00097-00039262-00040020 13ドーツがナプサクですナプサクでナプサクが分かりやすいと思ったときにぜひ
clN5KRpHohY-00098-00040021-00040290 13.2をやってみてください
clN5KRpHohY-00099-00040291-00040803 あとジルライドスワーゲンが連じそうで多分今回の
clN5KRpHohY-00101-00040930-00041169 課題の中の一番簡素な
clN5KRpHohY-00104-00041780-00042133 こんな感じで全部全ての問題見て自分で
clN5KRpHohY-00105-00042134-00042912 難易度を判定してみてください判定しづらい時だと明日のオフィスワースで話し
clN5KRpHohY-00106-00042913-00043087 ましょう
clN5KRpHohY-00108-00043283-00043681 祝大を頑張ってください
d-DAxqWcTI8-00000-00000262-00000798 以上こんにちは思う君のてれいです
d-DAxqWcTI8-00001-00000799-00001056 いいね ok
d-DAxqWcTI8-00002-00001057-00001460 これはね、モチベが上がるってやつよ。
d-DAxqWcTI8-00003-00001461-00001654 聞こえてるかなちゃんと
d-DAxqWcTI8-00005-00001893-00002221 何か反応してくれ
d-DAxqWcTI8-00007-00002393-00002758 感動を送り
d-DAxqWcTI8-00009-00003141-00003513 今回ねポケモンドローってことで
d-DAxqWcTI8-00011-00003595-00003906 ポケモンをね、かきながら、倒すだけ
d-DAxqWcTI8-00014-00004265-00004562 えっと 以前回
d-DAxqWcTI8-00015-00004563-00005000 今までの配信の中で一回やったことがあるんだよね
d-DAxqWcTI8-00016-00005001-00005277 えっと1時間以内で
d-DAxqWcTI8-00017-00005278-00005664 赤青緑ピカチュウ版の
d-DAxqWcTI8-00018-00005665-00006081 151匹を描ききれるかどうか
d-DAxqWcTI8-00019-00006082-00006306 っていうのをやったことがあるんだよね
d-DAxqWcTI8-00021-00006658-00007205 50何匹で終わっちゃったのかな
d-DAxqWcTI8-00022-00007206-00007464 キツネさん
d-DAxqWcTI8-00023-00007465-00007637 失礼
d-DAxqWcTI8-00024-00007638-00007831 ちょびん、おはおは
d-DAxqWcTI8-00025-00007831-00007981 おはようか
d-DAxqWcTI8-00028-00008282-00008401 おはよう
d-DAxqWcTI8-00031-00008800-00009193 職場でもそう、俺もそう、世界的にそう。
d-DAxqWcTI8-00032-00009194-00009566 あろうって言っとけば大体世界は平和になる
d-DAxqWcTI8-00035-00010126-00010330 じゃあ規則のルール
d-DAxqWcTI8-00037-00010456-00011043 だいまに書いてあるんだけどポケモンの姿を調べられるの
d-DAxqWcTI8-00038-00011044-00011364 名前とかさ結構覚えてるけど
d-DAxqWcTI8-00040-00023341-00023433 ました
d-DAxqWcTI8-00041-00023434-00023642 すいません
d-DAxqWcTI8-00042-00023643-00024013 以上だね許してください
d-DAxqWcTI8-00044-00024184-00024582 今回の記憶の
d-DAxqWcTI8-00045-00024583-00024776 ルールとして
d-DAxqWcTI8-00046-00024777-00025079 ポケモンの姿を調べられるのは
d-DAxqWcTI8-00047-00025080-00025438 ポイントに現れたコメントの原数分だけ
d-DAxqWcTI8-00049-00025579-00026027 視聴中の人数はカウントしない
d-DAxqWcTI8-00050-00026029-00026149 ポイントとして
d-DAxqWcTI8-00051-00026150-00026570 現れた人数分だけかな。
d-DAxqWcTI8-00052-00026572-00026780 そういうことで
d-DAxqWcTI8-00053-00026781-00027149 いきます2つ目として
d-DAxqWcTI8-00054-00027150-00027258 ただいま
d-DAxqWcTI8-00055-00027260-00027429 ごめんね
d-DAxqWcTI8-00056-00027430-00027779 たまにちょっと困ることがあると思うので
d-DAxqWcTI8-00058-00027908-00028237 そこなら本当にごめんなさい
d-DAxqWcTI8-00059-00028238-00028836 次2つ目分からないからといって手を抜いてお茶を濁さない
d-DAxqWcTI8-00060-00028837-00029155 電力のモンスターを作りましょう
d-DAxqWcTI8-00061-00029156-00029640 これはそうだねえっと後でリンクでも貼っておこうかな
d-DAxqWcTI8-00062-00029641-00029869 前回を見たら
d-DAxqWcTI8-00063-00029870-00030262 って言って見苦しいからあんま見て欲しくないけど
d-DAxqWcTI8-00064-00030263-00030491 前回見たらわかるんだけど
d-DAxqWcTI8-00066-00030598-00030887 行き止まるんだよね
d-DAxqWcTI8-00067-00030888-00031092 時間制限もあって
d-DAxqWcTI8-00068-00031093-00031421 リザードン リザードンはまだなんか
d-DAxqWcTI8-00069-00031422-00031729 特徴を捉えようと頑張ってたらよかったけど
d-DAxqWcTI8-00070-00031730-00032041 途中からね
d-DAxqWcTI8-00071-00032042-00032402 目も当てられないような感じだった
d-DAxqWcTI8-00072-00032402-00032771 ところがある
d-DAxqWcTI8-00073-00032772-00033087 雑音がめっちゃ入る
d-DAxqWcTI8-00074-00033088-00033308 いうことで
d-DAxqWcTI8-00075-00033309-00033920 じゃあ比較説明は終わったので金銀って何か
d-DAxqWcTI8-00077-00034012-00034411 はい、お気持ちにいて、なななななに。
d-DAxqWcTI8-00078-00034412-00034951 やっぱり作品を使うにあたって リスペクトは欠かせないので
